170,420
158,417
147,403
135,389
136,380
133,374
136,356
135,339
136,361
144,374
156,383
171,391
187,392
201,387
215,382
227,372
239,364
233,345
252,339
259,327
264,310
266,298
256,280
239,292
236,301
237,324
226,330
209,330
198,325
192,329
181,337
169,338
149,338
140,329
144,312
138,297
121,290
109,306
110,323
117,335
137,324
153,331
162,327
178,323
440,151
187,340
196,351
206,357
220,366
223,371
254,383
261,385
271,385
283,379
296,369
286,374
297,365
282,353
303,342
299,325
293,314
294,298
298,288
310,273
300,280
281,280
286,301
274,312
264,318
247,315
253,334
235,336
225,339
223,355
205,360
204,371
196,381
177,387
169,380
152,393
136,391
121,379
115,375
114,352
100,350
85,343
98,324
75,318
74,304
68,297
80,280
76,267
69,278
56,287
48,301
61,315
53,325
43,337
59,348
48,358
36,395
404,151
19,399
12,391
0,383
3,377
4,358
1,351
12,341
404,151
12,316
404,151
14,294
11,280
8,266
11,255
3,235
19,247
37,246
39,260
50,267
72,261
76,280
89,284
105,284
118,288
120,284
144,288
144,293
164,296
175,290
194,295
208,294
216,286
230,292
244,291
255,281
268,284
282,279
294,268
304,270
403,151
314,271
315,282
334,292
321,305
325,314
334,325
328,336
341,337
343,300
355,286
342,278
342,264
360,258
353,237
367,253
350,266
360,275
360,290
349,299
370,309
359,326
364,330
361,343
358,351
380,344
384,337
385,320
386,312
370,297
383,289
371,272
388,261
388,249
402,151
393,233
383,251
392,263
390,272
387,285
397,296
386,308
401,315
382,329
403,341
385,354
402,368
385,376
409,387
388,395
393,403
405,152
400,151
405,152
424,379
422,364
411,361
414,345
412,338
423,301
410,292
417,281
422,270
421,255
411,240
401,151
412,212
411,226
424,243
414,251
424,259
431,272
415,286
431,294
420,310
423,318
434,335
430,339
445,356
433,372
450,369
449,372
459,360
464,352
456,336
467,323
455,309
467,298
462,287
463,272
452,262
458,250
468,234
469,222
457,213
400,151
466,200
467,216
458,225
464,235
471,247
462,261
467,277
470,284
483,297
470,311
474,322
473,336
474,341
483,381
498,385
490,394
498,408
501,410
555,397
555,397
529,391
535,383
530,368
536,362
522,346
541,341
532,332
536,316
542,301
537,292
526,274
535,263
525,251
535,239
540,232
524,218
538,206
541,194
538,183
555,397
546,164
533,175
534,188
546,197
554,214
555,225
552,239
544,250
543,266
556,277
545,284
563,299
552,314
564,322
558,335
558,347
573,359
559,371
579,381
578,391
555,397
554,397
554,397
595,382
613,379
596,357
617,357
621,345
599,334
608,318
617,310
599,298
618,289
605,271
616,264
605,248
602,240
599,222
599,213
614,204
602,193
606,176
603,169
611,154
554,397
602,131
599,143
614,155
42,397
609,174
610,182
602,202
619,214
610,216
610,237
605,246
612,258
623,272
605,281
621,294
618,303
608,317
624,328
614,339
623,353
628,364
621,378
623,389
42,397
42,397
42,397
554,397
555,397
